point_id,point_type,doy_band,snow_free_doy,ndvi_18,ndvi_25,ndvi_diff,ndwi_18,ndwi_25,ndwi_diff,brightness_18,brightness_25,brightness_diff
125,non_vegetated,early,125.46418762207033,0.28251613663473424,0.2867325124205931,0.004216375785858872,-0.08768851485567447,-0.1042729511474145,-0.01658443629174003,0.2265030882773343,0.24554585560676995,0.019042767329435634
126,non_vegetated,early,118.11612701416016,0.4609948094619109,0.1098213276434241,-0.3511734818184868,-0.10007245321932613,-0.08589565173939585,0.014176801479930279,0.29975449056391834,0.23827614935866578,-0.06147834120525256
127,non_vegetated,early,120.4834976196289,0.14686000783415604,0.1866762288712752,0.039816221037119154,-0.06996618069058605,-0.11036876727373288,-0.04040258658314683,0.1950764108906711,0.19068186784609717,-0.004394543044573929
128,non_vegetated,early,117.74447631835938,0.2082433039543149,0.2901842127470427,0.0819409087927278,-0.04782599730409473,-0.08127846256231093,-0.0334524652582162,0.27636205320469825,0.21355174012612876,-0.06281031307856949
129,non_vegetated,early,117.8883056640625,0.242090110126539,0.26389529397516387,0.02180518384862487,-0.09110876160286402,-0.11832456820770595,-0.027215806604841936,0.23266737379612978,0.2098251255632146,-0.022842248232915197
130,non_vegetated,early,113.50041961669922,0.29062949406985505,0.3111846126460499,0.020555118576194853,-0.07134272389059297,-0.1015504162113612,-0.030207692320768226,0.28559705432046933,0.2570405918124475,-0.02855646250802185
132,non_vegetated,early,128.3292999267578,0.1980744255564786,0.3284828362664489,0.1304084107099703,-0.055945615836264756,-0.0559147354793349,3.088035692985769e-5,0.1514425562444137,0.15312811852111466,0.0016855622767009693
133,non_vegetated,early,113.89015197753906,0.05463992909018189,0.1378030874875244,0.08316315839734251,-0.04656792077706181,-0.048789956000818015,-0.002222035223756205,0.23784608193482576,0.13783672284334902,-0.10000935909147673
134,non_vegetated,early,109.74427795410156,0.07446571416863858,0.09578235154296766,0.02131663737432908,-0.016032475893131816,-0.029583993333296525,-0.01355151744016471,0.2763727831300239,0.21224446183626075,-0.06412832129376314
135,non_vegetated,early,119.94000244140624,0.19953610765968094,0.29569772011497814,0.0961616124552972,-0.1397136910722464,-0.15137654076754342,-0.011662849695297017,0.20372826488830187,0.20177923071454135,-0.0019490341737605221
138,non_vegetated,early,123.66392517089844,0.8825778065604902,0.2586894679195638,-0.6238883386409264,-0.20181233933485762,-0.1712271560477104,0.03058518328714721,0.01150958314215051,0.037748567932094745,0.026238984789944235
141,non_vegetated,early,110.26358032226562,0.5444305530014948,0.4574838010252808,-0.08694675197621399,-0.06324271649031665,-0.03012355971988303,0.03311915677043362,0.031153761434003866,0.023038747783461627,-0.008115013650542239
142,non_vegetated,early,129.38641357421875,0.09703654666356236,0.10764099694560371,0.01060445028204135,-0.07505758701050623,-0.08246206218082418,-0.007404475170317948,0.14065956260725768,0.12301657175460061,-0.017642990852657067
143,non_vegetated,early,120.32893371582033,0.08139040343670026,0.12657203061981925,0.045181627183118994,-0.02694424969893947,-0.036511128406802575,-0.009566878707863106,0.28143044097556,0.2559993584384346,-0.02543108253712545
144,non_vegetated,early,122.26599884033205,0.6016524123059279,0.14704874689812908,-0.45460366540779884,0.028817850485990077,-0.06710068200513157,-0.09591853249112164,0.12723489805337107,0.23008545394006533,0.10285055588669426
146,non_vegetated,early,129.79112243652344,0.29175464827318254,0.3141655131022503,0.02241086482906779,-0.08102767714808515,-0.09733388966327812,-0.016306212515192972,0.15840115789432965,0.155439849617232,-0.002961308277097646
147,non_vegetated,early,124.34878540039062,0.06404297062552744,0.13797044940229353,0.07392747877676609,-0.0457839432553271,-0.10734621151076143,-0.06156226825543433,0.15011539919770256,0.15551139385335974,0.0053959946556571825
148,non_vegetated,early,118.75860595703124,0.2628556452208045,0.2494703677932494,-0.013385277427555103,-0.04188090057441043,-0.06953294351236136,-0.027652042937950934,0.1747622121691878,0.18905081051396358,0.014288598344775777
149,non_vegetated,early,111.7685089111328,0.18442429876695565,0.2393824892192435,0.054958190452287836,-0.21779246254728027,-0.26971592747565104,-0.05192346492837077,0.13028607320105817,0.25241449338912275,0.12212842018806458
150,non_vegetated,early,112.74732208251952,0.26493298330978554,0.28610321219867413,0.021170228888888587,-0.19017674354820197,-0.21207772696536592,-0.021900983417163955,0.3315730041797047,0.21393225180606054,-0.11764075237364416
151,non_vegetated,early,120.01443481445312,0.20311669420130526,0.22644035727426914,0.02332366307296388,-0.20440854983762566,-0.208261830746507,-0.0038532809088813458,0.22668567904603415,0.20183061802683516,-0.024855061019198987
152,non_vegetated,early,116.30795288085938,0.2130648294801897,0.10849433268695038,-0.10457049679323932,-0.10275765637017915,-0.02690251560192903,0.07585514076825012,0.18274242206536542,0.13756567118634963,-0.04517675087901579
154,non_vegetated,early,114.58450317382812,0.32785448981435505,0.2042573529384822,-0.12359713687587284,-0.1627633144889427,-0.08480494377377101,0.0779583707151717,0.2081158944716057,0.19539733489877303,-0.01271855957283266
156,non_vegetated,early,127.23412322998048,0.1485592681069794,0.24530760729367287,0.09674833918669348,-0.043050127838150785,-0.06055175710155514,-0.01750162926340435,0.1341836796212963,0.10752130666453587,-0.026662372956760425
158,non_vegetated,early,122.84983825683594,-0.01199798363320631,-0.49578816767341144,-0.48379018404020513,0.031564326633023734,0.34542795953984545,0.31386363290682173,0.0204503141087616,0.008673450587612977,-0.011776863521148625
161,non_vegetated,early,120.17626190185548,0.15966148925198564,0.20500087964041872,0.04533939038843307,-0.20148971156789505,-0.2276876872760767,-0.026197975708181637,0.20307574997607022,0.18344524291872283,-0.019630507057347396
162,non_vegetated,early,117.68782806396484,0.07276892084692094,0.04274043551376823,-0.030028485333152707,-0.10078465541145837,-0.04345636528866659,0.05732829012279178,0.2307772211076921,0.15234541951390035,-0.07843180159379176
163,non_vegetated,early,120.15220642089844,0.09145436940059107,0.2692316221575031,0.17777725275691206,-0.03125474202454283,-0.01567155645682152,0.015583185567721307,0.31086407462842996,0.19097157813695784,-0.11989249649147213
